,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end
11763,Ana Gasteyer,self,1997-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Martha Stewart / student / ...",2,"1997-2020

Saturday Night Live
(TV Series)

Self / Martha Stewart / student / ...

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Chris Farley/The Mighty Mighty Bosstones
(1997)
... Self / Martha Stewart / student / ...",1997,2020
11803,Ana Gasteyer,archive_footage,2005-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Perry Meigs / Margaret Joe McCullen",2,"2005-2009

Saturday Night Live
(TV Series)

Perry Meigs / Margaret Joe McCullen

- Will Ferrell/Green Day
(2009)
... Perry Meigs (uncredited)


- Alec Baldwin/Shakira
(2005)
... Margaret Joe McCullen (uncredited)",2005,2009
12188,Gilbert Gottfried,actor,1980-1998,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Leo Waxman / Napoleon (segment ""Titey"") / ...",13,"1980-1998

Saturday Night Live
(TV Series)

Various / Leo Waxman / Napoleon (segment ""Titey"") / ...

- Steve Buscemi/Third Eye Blind
(1998)
... Napoleon (segment ""Titey"") (voice)


- Bill Murray/Delbert McClinton
(1981)
... Roman Polanski / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Mr. Speedy / David A. Stockman / Various


- Deborah Harry
(1981)
... Cooter / Atkinson Peabody III / Big Brother / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Jose Gomez / Various





Show all 13 episodes",1980,1998
12348,Bill Hader,actor,2005-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Stefon / Lyle Round / ...",161,"2005-2019

Saturday Night Live
(TV Series)

Various / Stefon / Lyle Round / ...

- John Mulaney/Thomas Rhett
(2019)
... Jim Jordan / Vince Blight (uncredited)


- Melissa McCarthy/Imagine Dragons
(2014)
... Stefon (uncredited)


- Ben Affleck/Kanye West
(2013)
... Stefon / Derek Gash / Various


- Kristen Wiig/Vampire Weekend
(2013)
... Various / Darrell Issa / Devin


- Zach Galifianakis/Of Monsters and Men
(2013)
... O.J. Sampson / James Carville / Various





Show all 161 episodes",2005,2019
12477,Bill Hader,archive_footage,2020-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Lindsay Buckingham",1,"2020

Saturday Night Live
(TV Series)

Lindsay Buckingham

- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Lindsay Buckingham (uncredited)",2020,2020
12550,Bill Hader,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (1 episode, 2006) (writer - 3 episodes, 2006 - 2008)",4,"Saturday Night Live
(TV Series) (1 episode, 2006) (writer - 3 episodes, 2006 - 2008)


- Christopher Walken/Panic at the Disco
(2008)
... (writer - uncredited)


- Jake Gyllenhaal/The Shins
(2007)
... (writer)


- Lindsay Lohan/Pearl Jam
(2006)
... (writer)


- Steve Martin/Prince
(2006)
... (segment ""The Tangent"")",2006,2008
12559,Bill Hader,self,2006-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Herb Welch / ...",5,"2006-2020

Saturday Night Live
(TV Series)

Self / Self - Host / Herb Welch / ...

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Bill Hader/Arcade Fire
(2018)
... Self - Host


- Bill Hader/Hozier
(2014)
... Self - Host / Herb Welch / Al Pacino / ...


- Andy Samberg/St. Vincent
(2014)
... Self / Dwayne Vogelcheck (uncredited)


- Steve Martin/Prince
(2006)
... Self / Announcer / Member / ...",2006,2020
12708,Anthony Michael Hall,self,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Ed Norton",4,"1985-1986

Saturday Night Live
(TV Series)

Self / Various / Ed Norton

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Self


- Oprah Winfrey/Joe Jackson
(1986)
... Self / Various


- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Ed Norton / Various


- Tom Hanks/Sade
(1985)
... Self",1985,1986
12715,Anthony Michael Hall,archive_footage,1986-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Young Worker / Teenager",2,"1986

Saturday Night Live
(TV Series)

Young Worker / Teenager

- Ron Reagan/The Nelsons
(1986)
... Young Worker


- Harry Dean Stanton/The Replacements
(1986)
... Teenager",1986,1986
12758,Anthony Michael Hall,actor,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fed Jones / Young Art Garfunkel / ...",12,"1985-1986

Saturday Night Live
(TV Series)

Various / Fed Jones / Young Art Garfunkel / ...

- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Various


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Young Art Garfunkel


- Tony Danza/Laurie Anderson
(1986)
... Professor Lanny Lundquist / Various


- Griffin Dunne/Rosanne Cash
(1986)
... Fed Jones / Various


- Jay Leno/The Neville Brothers
(1986)
... Various (credit only)





Show all 12 episodes",1985,1986
12818,Darrell Hammond,self,1995-2022,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Announcer / Donald Trump / Bill Clinton / ...",128,"1995-2022

Saturday Night Live
(TV Series)

Self - Announcer / Donald Trump / Bill Clinton / ...

- Natasha Lyonne/Japanese Breakfast
(2022)
... Self - Announcer (voice)


- Selena Gomez/Post Malone
(2022)
... Self - Announcer (voice)


- Benedict Cumberbatch/Arcade Fire
(2022)
... Self - Announcer (voice)


- Lizzo
(2022)
... Self - Announcer (voice)


- Jake Gyllenhaal/Camila Cabello
(2022)
... Self - Announcer (voice)





Show all 128 episodes",1995,2022
12871,Darrell Hammond,actor,1995-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Announcer / Bill Clinton / ...",313,"1995-2021

Saturday Night Live
(TV Series)

Various / Announcer / Bill Clinton / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Announcer (voice)


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Announcer (voice)


- Elon Musk/Miley Cyrus
(2021)
... Announcer (voice)


- Carey Mulligan/Kid Cudi
(2021)
... Announcer (voice)


- Daniel Kaluuya/St. Vincent
(2021)
... Announcer (voice)





Show all 313 episodes",1995,2021
12946,Lauren Holt,actress,2020-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",20,"2020-2021

Saturday Night Live
(TV Series)

Various

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 20 episodes",2020,2021
12968,Jan Hooks,archive_footage,2014-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Crystal Gayle / Woman (segment ""Love Is a Dream"")",2,"2014-2021

Saturday Night Live
(TV Series)

Crystal Gayle / Woman (segment ""Love Is a Dream"")

- Paul Rudd/Charli XCX
(2021)
... Crystal Gayle (uncredited)


- Bill Hader/Hozier
(2014)
... Woman (segment ""Love Is a Dream"")",2014,2021
12992,Jan Hooks,actress,1986-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Hillary Clinton / Nancy Reagan / ...",100,"1986-1994

Saturday Night Live
(TV Series)

Various / Hillary Clinton / Nancy Reagan / ...

- John Goodman/The Pretenders
(1994)
... Hillary Clinton


- Kelsey Grammer/Dwight Yoakam
(1994)
... Hillary Clinton (uncredited)


- John Malkovich/Billy Joel
(1993)
... Various / Hillary Clinton (uncredited)


- Kevin Kline/Willie Nelson & Paul Simon
(1993)
... Hillary Clinton


- Luke Perry/Mick Jagger
(1993)
... Hillary Clinton





Show all 100 episodes",1986,1994
13000,Jan Hooks,self,1986-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Special Guest / Sinead O'Connor / Self / ...",2,"1986-1992

Saturday Night Live
(TV Series)

Self - Special Guest / Sinead O'Connor / Self / ...

- Christopher Walken/Arrested Development
(1992)
... Self - Special Guest / Sinead O'Connor


- Rosanna Arquette/Ric Ocasek
(1986)
... Self / Mrs. Braithwaite / Customer / ...",1986,1992
13021,Yvonne Hudson,actress,1978-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Slave / Passenger / ...",31,"1978-1984

Saturday Night Live
(TV Series)

Various / Slave / Passenger / ...

- Jesse Jackson/Andrae Crouch, Wintley Phipps
(1984)
... Various (uncredited)


- Billy Crystal/Al Jarreau
(1984)
... Slave (uncredited)


- Danny DeVito/Sparks
(1982)
... Passenger (uncredited)


- Daniel J. Travanti/John Cougar
(1982)
... Patron (uncredited)


- John Madden/Jennifer Holliday
(1982)
... Bar Patron (uncredited)





Show all 31 episodes",1978,1984
13037,Melanie Hutsell,actress,1991-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Jan Brady / Di / ...",53,"1991-1994

Saturday Night Live
(TV Series)

Various / Jan Brady / Di / ...

- John Goodman/The Pretenders
(1994)
... Various / Glenda Bach


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / Wynona Judd / Total Bastard Airlines Passenger


- Nancy Kerrigan/Aretha Franklin
(1994)
... Various





Show all 53 episodes",1991,1994
13042,Melanie Hutsell,self,1992-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Alison Parker / Susan / ...",2,"1992-1994

Saturday Night Live
(TV Series)

Self / Alison Parker / Susan / ...

- Heather Locklear/Janet Jackson
(1994)
... Self / Alison Parker / Susan / ...


- Christopher Walken/Arrested Development
(1992)
... Self / Various / Jan Brady",1992,1994
13138,Victoria Jackson,archive_footage,2021-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Sally Struthers",1,"2021

Saturday Night Live
(TV Series)

Sally Struthers

- Paul Rudd/Charli XCX
(2021)
... Sally Struthers (uncredited)",2021,2021
13182,Victoria Jackson,actress,1986-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Brenda Clark / Wife / ...",109,"1986-1992

Saturday Night Live
(TV Series)

Various / Brenda Clark / Wife / ...

- Woody Harrelson/Vanessa Williams
(1992)
... Victim / Marcy


- Tom Hanks/Bruce Springsteen
(1992)
... Various


- Jerry Seinfeld/Annie Lennox
(1992)
... Various


- Sharon Stone/Pearl Jam
(1992)
... Victoria Jackson / Brenda Clark / Wife / ...


- Mary Stuart Masterson/En Vogue
(1992)
... Various





Show all 109 episodes",1986,1992
13214,Victoria Jackson,self,1986-1990,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Friend / ...",4,"1986-1990

Saturday Night Live
(TV Series)

Self / Various / Friend / ...

- George Steinbrenner/Morris Day & The Time
(1990)
... Self / Friend / Monica Clayborne / ...


- Tom Hanks/Randy Travis
(1988)
... Self / Various


- Sam Kinison/Lou Reed
(1986)
... Self / Various


- Sigourney Weaver/Buster Poindexter
(1986)
... Self / secretary",1986,1990
13242,Punkie Johnson,self,2021-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",1,"2021

Saturday Night Live
(TV Series)

Various

- Rami Malek/Young Thug
(2021)
... Various",2021,2021
13245,Punkie Johnson,actress,2020-2022,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Chloe Fineman's understudy / Tik Tokker / ...",40,"2020-2022

Saturday Night Live
(TV Series)

Various / Chloe Fineman's understudy / Tik Tokker / ...

- Natasha Lyonne/Japanese Breakfast
(2022)


- Selena Gomez/Post Malone
(2022)
... Various


- Benedict Cumberbatch/Arcade Fire
(2022)
... Chloe Fineman's understudy


- Lizzo
(2022)
... Tik Tokker / centurion


- Jake Gyllenhaal/Camila Cabello
(2022)
... Harriet Tubman / Dr. Wyatt





Show all 40 episodes",2020,2022
13275,Chris Kattan,actor,1996-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Mango / Mr. Peepers / ...",148,"1996-2011

Saturday Night Live
(TV Series)

Various / Mango / Mr. Peepers / ...

- Jimmy Fallon/Michael Bublé
(2011)
... Self / Octo Olrich (uncredited)


- Antonio Banderas/Mary J. Blige
(2006)
... Various (uncredited)


- Elijah Wood/Jet
(2003)
... Mills / Gollum / Gelman / ... (uncredited)


- Kelly Ripa/Outkast
(2003)
... Michael Gelman (uncredited)


- Dan Aykroyd/Beyonce
(2003)
... Various





Show all 148 episodes",1996,2011
13317,Chris Kattan,self,2001-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Mango / ...",4,"2001-2012

Saturday Night Live
(TV Series)

Self / Various / Mango / ...

- Mick Jagger
(2012)
... Self (uncredited)


- Queen Latifah
(2004)
... Self (uncredited)


- Janet Jackson
(2004)
... Self (uncredited)


- Christopher Walken/Weezer
(2001)
... Self / Various / Mango / ...",2001,2012
13530,Taran Killam,actor,2010-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Steve Doocy / Jebidiah Atkinson / ...",128,"2010-2016

Saturday Night Live
(TV Series)

Various / Steve Doocy / Jebidiah Atkinson / ...

- Fred Armisen/Courtney Barnett
(2016)
... Various


- Drake
(2016)
... Speaker Paul Ryan / Various


- Brie Larson/Alicia Keys
(2016)
... Sen. Ted Cruz / Davos Seaworth / Roy Orbison / ...


- Julia Louis-Dreyfus/Nick Jonas
(2016)
... Hillary Clinton / Various


- Russell Crowe/Margo Price
(2016)
... Various





Show all 128 episodes",2010,2016
13776,David Koechner,actor,1995-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fagan / Gerald Tibbins / ...",21,"1995-2013

Saturday Night Live
(TV Series)

Various / Fagan / Gerald Tibbins / ...

- Paul Rudd/One Direction
(2013)
... Various / Self (uncredited)


- Jim Carrey/Soundgarden
(1996)
... Various


- Christine Baranski/The Cure
(1996)
... Various / Tom Taylor / Burt Reynolds / ...


- Teri Hatcher/Dave Matthews Band
(1996)
... Various


- Steve Forbes/Rage Against the Machine
(1996)
... Various / James Mallory / Pat Buchanan / ...





Show all 21 episodes",1995,2013
13919,Gary Kroeger,self,1985-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / executive / Walter Mondale / ...",1,"1985

Saturday Night Live
(TV Series)

Self / executive / Walter Mondale / ...

- Alex Karras/Tina Turner
(1985)
... Self / executive / Walter Mondale / ...",1985,1985
13934,Gary Kroeger,actor,1982-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Son / Hank Weston / ...",56,"1982-1985

Saturday Night Live
(TV Series)

Various / Son / Hank Weston / ...

- Howard Cosell/Greg Kihn
(1985)
... Son / Hank Weston / Dwight MacNamara / ...


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Bruce Springsteen / Andy Caruthers / Guard / ...


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 56 episodes",1982,1985
13962,Matthew Laurance,actor,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Ron / Hoodlum / ...",9,"1980-1981

Saturday Night Live
(TV Series)

Various / Ron / Hoodlum / ...

- Bill Murray/Delbert McClinton
(1981)
... Ron / Various (uncredited)


- Deborah Harry
(1981)
... Hoodlum / Agent / Photographer / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Various


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... Tomato / Various


- Karen Black/Cheap Trick/Stanley Clarke Trio
(1981)
... Mover / Bodyguard / Player / ...





Show all 9 episodes",1980,1981
13964,Matthew Laurance,self,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various",1,"1981

Saturday Night Live
(TV Series)

Self / Various

- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Self / Various",1981,1981
14129,Julia Louis-Dreyfus,actress,1982-2007,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Robin Anton / Self - Host / ...",57,"1982-2007

Saturday Night Live
(TV Series)

Various / Robin Anton / Self - Host / ...

- Julia Louis-Dreyfus/Snow Patrol
(2007)
... Various / Robin Anton / Self - Host


- Howard Cosell/Greg Kihn
(1985)
... Bonnie Caruso / Pilot


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Backup Singer / Ms. Kirk


- SNL Film Festival
(1985)
... Various





Show all 57 episodes",1982,2007
14167,Julia Louis-Dreyfus,self,1985-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Various / Elaine Benes / ...",3,"1985-2016

Saturday Night Live
(TV Series)

Self - Host / Various / Elaine Benes / ...

- Julia Louis-Dreyfus/Nick Jonas
(2016)
... Self - Host / Elaine Benes / Marla Bartlett / ...


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Self - Host / Various


- Alex Karras/Tina Turner
(1985)
... Self / Joan Mondale / bidder",1985,2016
14253,Jon Lovitz,actor,1985-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Tommy Flanagan / Mephistopheles / ...",91,"1985-2020

Saturday Night Live
(TV Series)

Various / Tommy Flanagan / Mephistopheles / ...

- Adam Driver/Halsey
(2020)
... Alan Dershowitz (uncredited)


- Jon Lovitz/Jane's Addiction
(1997)
... Harvey Fierstein / David Sobel / Michael Vale / ...


- Glenn Close/Black Crowes
(1992)
... Opera Man's Brother (uncredited)


- Sharon Stone/Pearl Jam
(1992)
... Man in Bar (uncredited)


- Dennis Quaid/The Neville Brothers
(1990)
... Annoying Man (uncredited)





Show all 91 episodes",1985,2020
14338,Jon Lovitz,self,1986-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Customer / ...",10,"1986-2011

Saturday Night Live
(TV Series)

Self / Various / Customer / ...

- Dana Carvey/Linkin Park
(2011)
... Self (uncredited)


- Woody Harrelson/Vanessa Williams
(1992)
... Self (uncredited)


- Alec Baldwin/Whitney Houston
(1991)
... Self (uncredited)


- Roseanne Barr/Deee-lite
(1991)
... Self (uncredited)


- Tom Hanks/Edie Brickell & New Bohemians
(1990)
... Self (uncredited)





Show all 10 episodes",1986,2011
14728,Michael McKean,self,1984-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / announcer / Adam West / ...",2,"1984-1995

Saturday Night Live
(TV Series)

Self / announcer / Adam West / ...

- David Duchovny/Rod Stewart
(1995)
... Self / announcer / Adam West / ...


- Michael McKean/Chaka Khan/The Folksmen
(1984)
... Self - Host / Jerry Palter / Various",1984,1995
